"DATE","TIME PERIOD","UK pound sterling/Euro (EXR.D.GBP.EUR.SP00.A)","Japanese yen/Euro (EXR.D.JPY.EUR.SP00.A)","US dollar/Euro (EXR.D.USD.EUR.SP00.A)"
"2015-04-01","01 Apr 2015","0.72850","129.29","1.0755"
"2015-04-02","02 Apr 2015","0.73160","129.59","1.0830"
"2015-04-07","07 Apr 2015","0.72860","130.33","1.0847"
"2015-04-08","08 Apr 2015","0.72640","130.09","1.0862"
"2015-04-09","09 Apr 2015","0.72680","129.22","1.0774"
"2015-04-10","10 Apr 2015","0.72440","127.32","1.0570"
"2015-04-13","13 Apr 2015","0.72150","127.20","1.0552"
"2015-04-14","14 Apr 2015","0.72170","126.67","1.0564"
"2015-04-15","15 Apr 2015","0.71680","126.52","1.0579"
"2015-04-16","16 Apr 2015","0.71890","127.64","1.0711"
"2015-04-17","17 Apr 2015","0.71990","128.45","1.0814"
"2015-04-20","20 Apr 2015","0.71955","127.68","1.0723"
"2015-04-21","21 Apr 2015","0.71870","127.75","1.0700"
"2015-04-22","22 Apr 2015","0.71290","128.45","1.0743"
"2015-04-23","23 Apr 2015","0.71700","129.36","1.0772"
"2015-04-24","24 Apr 2015","0.71590","129.36","1.0824"
"2015-04-27","27 Apr 2015","0.71620","129.23","1.0822"
"2015-04-28","28 Apr 2015","0.71500","130.09","1.0927"
"2015-04-29","29 Apr 2015","0.71610","131.20","1.1002"
"2015-04-30","30 Apr 2015","0.72670","133.26","1.1215"
"2015-05-04","04 May 2015","0.73788","134.07","1.1152"
"2015-05-05","05 May 2015","0.73500","133.92","1.1117"
"2015-05-06","06 May 2015","0.73760","134.59","1.1230"
"2015-05-07","07 May 2015","0.74250","134.72","1.1305"
"2015-05-08","08 May 2015","0.72800","134.90","1.1221"
"2015-05-11","11 May 2015","0.71960","133.64","1.1142"
"2015-05-12","12 May 2015","0.71640","134.85","1.1239"
"2015-05-13","13 May 2015","0.71740","134.31","1.1221"
"2015-05-14","14 May 2015","0.72310","136.12","1.1419"
"2015-05-15","15 May 2015","0.72110","135.78","1.1328"
"2015-05-18","18 May 2015","0.72700","136.33","1.1389"
"2015-05-19","19 May 2015","0.72185","134.36","1.1180"
"2015-05-20","20 May 2015","0.71570","134.43","1.1118"
"2015-05-21","21 May 2015","0.70990","134.79","1.1133"
"2015-05-22","22 May 2015","0.71380","135.01","1.1164"
"2015-05-25","25 May 2015","0.71000","133.39","1.0978"
"2015-05-26","26 May 2015","0.70960","134.07","1.0926"
"2015-05-27","27 May 2015","0.70700","134.37","1.0863"
"2015-05-28","28 May 2015","0.71240","135.36","1.0896"
"2015-05-29","29 May 2015","0.71900","135.95","1.0970"
"2015-06-01","01 Jun 2015","0.71925","135.79","1.0944"
"2015-06-02","02 Jun 2015","0.72430","137.52","1.1029"
"2015-06-03","03 Jun 2015","0.72750","138.46","1.1134"
"2015-06-04","04 Jun 2015","0.73540","140.47","1.1317"
"2015-06-05","05 Jun 2015","0.73170","139.97","1.1218"
"2015-06-08","08 Jun 2015","0.73180","139.84","1.1162"
"2015-06-09","09 Jun 2015","0.73540","139.56","1.1249"
"2015-06-10","10 Jun 2015","0.72840","138.69","1.1279"
"2015-06-11","11 Jun 2015","0.72660","138.95","1.1232"
"2015-06-12","12 Jun 2015","0.72450","138.78","1.1220"
"2015-06-15","15 Jun 2015","0.72340","138.54","1.1218"
"2015-06-16","16 Jun 2015","0.71820","138.42","1.1215"
"2015-06-17","17 Jun 2015","0.71700","139.78","1.1279"
"2015-06-18","18 Jun 2015","0.71670","139.94","1.1404"
"2015-06-19","19 Jun 2015","0.71340","139.19","1.1299"
"2015-06-22","22 Jun 2015","0.71690","139.80","1.1345"
"2015-06-23","23 Jun 2015","0.71010","138.72","1.1204"
"2015-06-24","24 Jun 2015","0.71180","138.93","1.1213"
"2015-06-25","25 Jun 2015","0.71260","138.52","1.1206"
"2015-06-26","26 Jun 2015","0.71230","138.58","1.1202"
"2015-06-29","29 Jun 2015","0.70850","136.81","1.1133"
"2015-06-30","30 Jun 2015","0.71140","137.01","1.1189"
"2015-07-01","01 Jul 2015","0.70905","136.63","1.1100"
"2015-07-02","02 Jul 2015","0.71030","136.82","1.1066"
"2015-07-03","03 Jul 2015","0.71020","136.38","1.1096"
"2015-07-06","06 Jul 2015","0.70800","135.11","1.1008"
"2015-07-07","07 Jul 2015","0.70770","133.88","1.0931"
"2015-07-08","08 Jul 2015","0.71730","133.88","1.1024"
"2015-07-09","09 Jul 2015","0.71760","134.30","1.1054"
"2015-07-10","10 Jul 2015","0.72080","136.88","1.1185"
"2015-07-13","13 Jul 2015","0.71150","136.30","1.1049"
"2015-07-14","14 Jul 2015","0.70840","136.02","1.1031"
"2015-07-15","15 Jul 2015","0.70450","135.95","1.1009"
"2015-07-16","16 Jul 2015","0.69810","134.90","1.0867"
"2015-07-17","17 Jul 2015","0.69830","135.01","1.0889"
"2015-07-20","20 Jul 2015","0.69710","134.83","1.0852"
"2015-07-21","21 Jul 2015","0.69870","135.17","1.0867"
"2015-07-22","22 Jul 2015","0.69820","134.98","1.0902"
"2015-07-23","23 Jul 2015","0.70440","136.15","1.0999"
"2015-07-24","24 Jul 2015","0.70690","135.70","1.0939"
"2015-07-27","27 Jul 2015","0.71270","136.23","1.1058"
"2015-07-28","28 Jul 2015","0.70740","136.46","1.1025"
"2015-07-29","29 Jul 2015","0.70530","136.50","1.1030"
"2015-07-30","30 Jul 2015","0.70100","136.25","1.0955"
"2015-07-31","31 Jul 2015","0.70410","136.34","1.0967"
"2015-08-03","03 Aug 2015","0.70280","136.07","1.0951"
"2015-08-04","04 Aug 2015","0.70275","136.07","1.0973"
"2015-08-05","05 Aug 2015","0.69630","135.23","1.0883"
"2015-08-06","06 Aug 2015","0.70140","135.94","1.0885"
"2015-08-07","07 Aug 2015","0.70510","136.43","1.0941"
"2015-08-10","10 Aug 2015","0.70710","136.67","1.0960"
"2015-08-11","11 Aug 2015","0.70880","137.99","1.1055"
"2015-08-12","12 Aug 2015","0.71490","138.45","1.1155"
"2015-08-13","13 Aug 2015","0.71060","138.23","1.1109"
"2015-08-14","14 Aug 2015","0.71450","138.70","1.1171"
"2015-08-17","17 Aug 2015","0.71050","138.22","1.1100"
"2015-08-18","18 Aug 2015","0.70420","137.44","1.1060"
"2015-08-19","19 Aug 2015","0.70490","137.31","1.1041"
"2015-08-20","20 Aug 2015","0.71380","138.50","1.1183"
"2015-08-21","21 Aug 2015","0.71980","138.40","1.1281"
"2015-08-24","24 Aug 2015","0.73020","137.80","1.1497"
"2015-08-25","25 Aug 2015","0.72900","137.84","1.1506"
"2015-08-26","26 Aug 2015","0.73140","136.46","1.1402"
"2015-08-27","27 Aug 2015","0.73120","135.62","1.1284"
"2015-08-28","28 Aug 2015","0.73210","136.16","1.1268"
"2015-08-31","31 Aug 2015","0.72753","136.07","1.1215"
"2015-09-01","01 Sep 2015","0.73280","134.87","1.1236"
"2015-09-02","02 Sep 2015","0.73690","135.21","1.1255"
"2015-09-03","03 Sep 2015","0.73450","134.98","1.1229"
"2015-09-04","04 Sep 2015","0.73150","132.82","1.1138"
"2015-09-07","07 Sep 2015","0.73035","133.09","1.1146"
"2015-09-08","08 Sep 2015","0.72440","133.82","1.1162"
"2015-09-09","09 Sep 2015","0.72510","134.65","1.1139"
"2015-09-10","10 Sep 2015","0.72655","135.38","1.1185"
"2015-09-11","11 Sep 2015","0.73060","136.02","1.1268"
"2015-09-14","14 Sep 2015","0.73340","136.04","1.1305"
"2015-09-15","15 Sep 2015","0.73460","135.44","1.1320"
"2015-09-16","16 Sep 2015","0.72665","135.45","1.1228"
"2015-09-17","17 Sep 2015","0.72865","136.76","1.1312"
"2015-09-18","18 Sep 2015","0.72980","136.31","1.1419"
"2015-09-21","21 Sep 2015","0.72430","135.50","1.1250"
"2015-09-22","22 Sep 2015","0.72230","133.75","1.1155"
"2015-09-23","23 Sep 2015","0.72970","134.03","1.1150"
"2015-09-24","24 Sep 2015","0.73870","134.48","1.1241"
"2015-09-25","25 Sep 2015","0.73475","134.92","1.1151"
"2015-09-28","28 Sep 2015","0.73520","134.13","1.1170"
"2015-09-29","29 Sep 2015","0.73910","134.38","1.1204"
"2015-09-30","30 Sep 2015","0.73850","134.69","1.1203"
"2015-10-01","01 Oct 2015","0.73670","133.56","1.1153"
"2015-10-02","02 Oct 2015","0.73580","134.24","1.1160"
"2015-10-05","05 Oct 2015","0.74020","135.07","1.1236"
"2015-10-06","06 Oct 2015","0.73990","135.07","1.1224"
"2015-10-07","07 Oct 2015","0.73580","135.30","1.1266"
"2015-10-08","08 Oct 2015","0.73660","134.92","1.1254"
"2015-10-09","09 Oct 2015","0.74070","136.65","1.1362"
"2015-10-12","12 Oct 2015","0.74010","136.61","1.1373"
"2015-10-13","13 Oct 2015","0.74800","136.16","1.1374"
"2015-10-14","14 Oct 2015","0.74180","136.48","1.1410"
"2015-10-15","15 Oct 2015","0.73970","135.23","1.1439"
"2015-10-16","16 Oct 2015","0.73560","135.25","1.1360"
"2015-10-19","19 Oct 2015","0.73170","135.29","1.1333"
"2015-10-20","20 Oct 2015","0.73520","136.16","1.1373"
"2015-10-21","21 Oct 2015","0.73490","136.30","1.1354"
"2015-10-22","22 Oct 2015","0.73140","135.49","1.1313"
"2015-10-23","23 Oct 2015","0.71955","133.80","1.1084"
"2015-10-26","26 Oct 2015","0.71840","133.26","1.1011"
"2015-10-27","27 Oct 2015","0.72140","133.06","1.1061"
"2015-10-28","28 Oct 2015","0.72480","133.38","1.1085"
"2015-10-29","29 Oct 2015","0.71670","132.30","1.0930"
"2015-10-30","30 Oct 2015","0.71820","132.88","1.1017"
"2015-11-02","02 Nov 2015","0.71320","133.02","1.1032"
"2015-11-03","03 Nov 2015","0.71315","132.65","1.0976"
"2015-11-04","04 Nov 2015","0.70940","132.45","1.0935"
"2015-11-05","05 Nov 2015","0.71260","132.65","1.0883"
"2015-11-06","06 Nov 2015","0.71765","132.41","1.0864"
"2015-11-09","09 Nov 2015","0.71410","133.08","1.0776"
"2015-11-10","10 Nov 2015","0.70840","131.98","1.0711"
"2015-11-11","11 Nov 2015","0.70600","131.90","1.0716"
"2015-11-12","12 Nov 2015","0.70640","131.92","1.0726"
"2015-11-13","13 Nov 2015","0.70705","132.04","1.0764"
"2015-11-16","16 Nov 2015","0.70580","132.01","1.0723"
"2015-11-17","17 Nov 2015","0.70170","131.49","1.0670"
"2015-11-18","18 Nov 2015","0.70090","131.65","1.0666"
"2015-11-19","19 Nov 2015","0.69980","131.60","1.0687"
"2015-11-20","20 Nov 2015","0.70100","131.28","1.0688"
"2015-11-23","23 Nov 2015","0.70250","130.92","1.0631"
"2015-11-24","24 Nov 2015","0.70620","130.52","1.0651"
"2015-11-25","25 Nov 2015","0.70175","129.94","1.0586"
"2015-11-26","26 Nov 2015","0.70280","130.06","1.0612"
"2015-11-27","27 Nov 2015","0.70290","129.75","1.0580"
"2015-11-30","30 Nov 2015","0.70480","130.22","1.0579"
"2015-12-01","01 Dec 2015","0.70360","130.57","1.0600"
"2015-12-02","02 Dec 2015","0.70590","130.70","1.0612"
"2015-12-03","03 Dec 2015","0.71220","131.58","1.0671"
"2015-12-04","04 Dec 2015","0.72010","134.08","1.0902"
"2015-12-07","07 Dec 2015","0.71770","133.40","1.0809"
"2015-12-08","08 Dec 2015","0.72710","133.64","1.0875"
"2015-12-09","09 Dec 2015","0.72510","134.04","1.0941"
"2015-12-10","10 Dec 2015","0.72350","132.97","1.0943"
"2015-12-11","11 Dec 2015","0.72240","133.02","1.0950"
"2015-12-14","14 Dec 2015","0.72600","132.54","1.0983"
"2015-12-15","15 Dec 2015","0.72520","132.97","1.0990"
"2015-12-16","16 Dec 2015","0.72830","133.18","1.0933"
"2015-12-17","17 Dec 2015","0.72660","132.82","1.0841"
"2015-12-18","18 Dec 2015","0.72666","131.60","1.0836"
"2015-12-21","21 Dec 2015","0.72985","131.93","1.0870"
"2015-12-22","22 Dec 2015","0.73620","132.42","1.0952"
"2015-12-23","23 Dec 2015","0.73300","131.92","1.0916"
"2015-12-24","24 Dec 2015","0.73420","131.83","1.0947"
"2015-12-28","28 Dec 2015","0.73535","132.05","1.0962"
"2015-12-29","29 Dec 2015","0.74005","131.88","1.0952"
"2015-12-30","30 Dec 2015","0.73799","131.66","1.0926"
"2015-12-31","31 Dec 2015","0.73395","131.07","1.0887"
"2016-01-04","04 Jan 2016","0.73810","129.78","1.0898"
"2016-01-05","05 Jan 2016","0.73235","127.88","1.0746"
"2016-01-06","06 Jan 2016","0.73440","127.19","1.0742"
"2016-01-07","07 Jan 2016","0.74545","127.74","1.0868"
"2016-01-08","08 Jan 2016","0.74519","128.51","1.0861"
"2016-01-11","11 Jan 2016","0.74705","128.33","1.0888"
"2016-01-12","12 Jan 2016","0.75080","127.79","1.0836"
"2016-01-13","13 Jan 2016","0.75020","127.74","1.0816"
"2016-01-14","14 Jan 2016","0.75703","128.26","1.0893"
"2016-01-15","15 Jan 2016","0.76150","127.80","1.0914"
"2016-01-18","18 Jan 2016","0.76263","127.78","1.0892"
"2016-01-19","19 Jan 2016","0.76473","128.12","1.0868"
"2016-01-20","20 Jan 2016","0.77000","127.28","1.0907"
"2016-01-21","21 Jan 2016","0.77182","127.43","1.0893"
"2016-01-22","22 Jan 2016","0.75459","127.77","1.0808"
"2016-01-25","25 Jan 2016","0.75890","128.07","1.0815"
"2016-01-26","26 Jan 2016","0.76095","128.22","1.0837"
"2016-01-27","27 Jan 2016","0.75965","128.91","1.0888"
"2016-01-28","28 Jan 2016","0.76228","129.62","1.0903"
"2016-01-29","29 Jan 2016","0.76410","132.25","1.0920"
"2016-02-01","01 Feb 2016","0.76100","131.99","1.0884"
"2016-02-02","02 Feb 2016","0.75860","131.84","1.0919"
"2016-02-03","03 Feb 2016","0.75330","130.58","1.0933"
"2016-02-04","04 Feb 2016","0.76595","131.49","1.1206"
"2016-02-05","05 Feb 2016","0.76975","130.71","1.1202"
"2016-02-08","08 Feb 2016","0.77240","129.11","1.1101"
"2016-02-09","09 Feb 2016","0.77945","129.07","1.1236"
"2016-02-10","10 Feb 2016","0.77328","129.42","1.1257"
"2016-02-11","11 Feb 2016","0.78740","127.30","1.1347"
"2016-02-12","12 Feb 2016","0.77735","127.07","1.1275"
"2016-02-15","15 Feb 2016","0.77200","127.60","1.1180"
"2016-02-16","16 Feb 2016","0.77580","127.02","1.1166"
"2016-02-17","17 Feb 2016","0.77835","127.10","1.1136"
"2016-02-18","18 Feb 2016","0.77143","126.17","1.1084"
"2016-02-19","19 Feb 2016","0.77715","125.40","1.1096"
"2016-02-22","22 Feb 2016","0.78243","124.85","1.1026"
"2016-02-23","23 Feb 2016","0.77985","123.12","1.1002"
"2016-02-24","24 Feb 2016","0.78935","122.86","1.0981"
"2016-02-25","25 Feb 2016","0.78920","124.01","1.1027"
"2016-02-26","26 Feb 2016","0.78745","124.42","1.1006"
"2016-02-29","29 Feb 2016","0.78580","123.14","1.0888"
"2016-03-01","01 Mar 2016","0.77800","122.94","1.0872"
"2016-03-02","02 Mar 2016","0.77410","124.07","1.0856"
"2016-03-03","03 Mar 2016","0.77435","124.23","1.0901"
"2016-03-04","04 Mar 2016","0.77483","124.77","1.0970"
"2016-03-07","07 Mar 2016","0.77438","124.45","1.0953"
"2016-03-08","08 Mar 2016","0.77608","124.60","1.1028"
"2016-03-09","09 Mar 2016","0.77135","123.63","1.0973"
"2016-03-10","10 Mar 2016","0.76728","123.87","1.0857"
"2016-03-11","11 Mar 2016","0.77595","126.17","1.1090"
"2016-03-14","14 Mar 2016","0.77428","126.36","1.1119"
"2016-03-15","15 Mar 2016","0.78358","125.36","1.1109"
"2016-03-16","16 Mar 2016","0.78730","125.68","1.1064"
"2016-03-17","17 Mar 2016","0.78218","126.28","1.1311"
"2016-03-18","18 Mar 2016","0.77855","125.79","1.1279"
"2016-03-21","21 Mar 2016","0.78303","125.94","1.1271"
"2016-03-22","22 Mar 2016","0.78790","125.13","1.1212"
"2016-03-23","23 Mar 2016","0.78985","126.01","1.1171"
"2016-03-24","24 Mar 2016","0.78938","125.41","1.1154"
"2016-03-29","29 Mar 2016","0.78450","127.13","1.1194"
"2016-03-30","30 Mar 2016","0.78580","127.37","1.1324"
"2016-03-31","31 Mar 2016","0.79155","127.90","1.1385"
"2016-04-01","01 Apr 2016","0.79890","128.07","1.1432"
"2016-04-04","04 Apr 2016","0.79738","126.97","1.1380"
"2016-04-05","05 Apr 2016","0.80160","125.81","1.1367"
"2016-04-06","06 Apr 2016","0.80808","125.13","1.1336"
"2016-04-07","07 Apr 2016","0.80728","123.15","1.1364"
"2016-04-08","08 Apr 2016","0.80730","123.36","1.1363"
"2016-04-11","11 Apr 2016","0.80060","123.28","1.1390"
"2016-04-12","12 Apr 2016","0.79840","123.44","1.1396"
"2016-04-13","13 Apr 2016","0.79388","123.47","1.1298"
"2016-04-14","14 Apr 2016","0.79560","123.09","1.1252"
"2016-04-15","15 Apr 2016","0.79575","122.91","1.1284"
"2016-04-18","18 Apr 2016","0.79780","122.32","1.1306"
"2016-04-19","19 Apr 2016","0.78975","124.10","1.1343"
"2016-04-20","20 Apr 2016","0.79100","124.20","1.1379"
"2016-04-21","21 Apr 2016","0.78693","124.50","1.1355"
"2016-04-22","22 Apr 2016","0.78335","124.86","1.1263"
"2016-04-25","25 Apr 2016","0.77640","124.95","1.1264"
"2016-04-26","26 Apr 2016","0.77483","125.45","1.1287"
"2016-04-27","27 Apr 2016","0.77475","125.79","1.1303"
"2016-04-28","28 Apr 2016","0.77838","122.84","1.1358"
"2016-04-29","29 Apr 2016","0.78025","122.34","1.1403"
"2016-05-02","02 May 2016","0.78248","122.47","1.1493"
"2016-05-03","03 May 2016","0.79103","122.53","1.1569"
"2016-05-04","04 May 2016","0.79284","122.62","1.1505"
"2016-05-05","05 May 2016","0.78860","122.51","1.1439"
"2016-05-06","06 May 2016","0.78850","122.23","1.1427"
"2016-05-09","09 May 2016","0.78998","123.39","1.1395"
"2016-05-10","10 May 2016","0.78760","124.12","1.1375"
"2016-05-11","11 May 2016","0.78958","124.09","1.1409"
"2016-05-12","12 May 2016","0.78888","124.50","1.1389"
"2016-05-13","13 May 2016","0.78758","123.56","1.1348"
"2016-05-16","16 May 2016","0.78800","123.27","1.1324"
"2016-05-17","17 May 2016","0.78150","123.93","1.1318"
"2016-05-18","18 May 2016","0.77485","123.38","1.1279"
"2016-05-19","19 May 2016","0.76585","123.17","1.1197"
"2016-05-20","20 May 2016","0.77008","123.81","1.1219"
"2016-05-23","23 May 2016","0.77443","122.70","1.1215"
"2016-05-24","24 May 2016","0.76513","122.56","1.1168"
"2016-05-25","25 May 2016","0.75925","122.79","1.1146"
"2016-05-26","26 May 2016","0.75970","122.93","1.1168"
"2016-05-27","27 May 2016","0.76245","122.46","1.1168"
"2016-05-30","30 May 2016","0.76125","123.85","1.1139"
"2016-05-31","31 May 2016","0.76185","123.83","1.1154"
"2016-06-01","01 Jun 2016","0.77358","122.07","1.1174"
"2016-06-02","02 Jun 2016","0.77335","121.96","1.1188"
"2016-06-03","03 Jun 2016","0.77285","121.47","1.1154"
"2016-06-06","06 Jun 2016","0.78720","121.58","1.1349"
"2016-06-07","07 Jun 2016","0.77880","122.16","1.1348"
"2016-06-08","08 Jun 2016","0.78048","121.77","1.1378"
"2016-06-09","09 Jun 2016","0.78438","120.72","1.1343"
"2016-06-10","10 Jun 2016","0.78480","120.79","1.1304"
"2016-06-13","13 Jun 2016","0.79515","119.51","1.1268"
"2016-06-14","14 Jun 2016","0.79478","118.98","1.1225"
"2016-06-15","15 Jun 2016","0.79158","119.29","1.1230"
"2016-06-16","16 Jun 2016","0.79033","116.65","1.1174"
"2016-06-17","17 Jun 2016","0.78770","117.34","1.1254"
"2016-06-20","20 Jun 2016","0.77375","118.57","1.1332"
"2016-06-21","21 Jun 2016","0.76755","118.39","1.1314"
"2016-06-22","22 Jun 2016","0.76793","118.01","1.1283"
"2016-06-23","23 Jun 2016","0.76595","120.38","1.1389"
"2016-06-24","24 Jun 2016","0.80750","113.23","1.1066"
"2016-06-27","27 Jun 2016","0.83400","111.80","1.0998"
"2016-06-28","28 Jun 2016","0.82720","113.40","1.1073"
"2016-06-29","29 Jun 2016","0.82550","113.85","1.1090"
"2016-06-30","30 Jun 2016","0.82650","114.05","1.1102"
"2016-07-01","01 Jul 2016","0.83830","114.29","1.1135"
"2016-07-04","04 Jul 2016","0.83905","114.29","1.1138"
"2016-07-05","05 Jul 2016","0.84997","113.50","1.1146"
"2016-07-06","06 Jul 2016","0.85300","111.48","1.1069"
"2016-07-07","07 Jul 2016","0.85085","111.90","1.1080"
"2016-07-08","08 Jul 2016","0.85243","111.17","1.1070"
"2016-07-11","11 Jul 2016","0.85097","113.23","1.1049"
"2016-07-12","12 Jul 2016","0.84275","115.29","1.1092"
"2016-07-13","13 Jul 2016","0.83398","115.82","1.1072"
"2016-07-14","14 Jul 2016","0.83311","117.88","1.1157"
"2016-07-15","15 Jul 2016","0.83275","117.63","1.1128"
"2016-07-18","18 Jul 2016","0.83372","116.82","1.1053"
"2016-07-19","19 Jul 2016","0.83950","117.20","1.1035"
"2016-07-20","20 Jul 2016","0.83605","117.33","1.1013"
"2016-07-21","21 Jul 2016","0.83595","117.05","1.1015"
"2016-07-22","22 Jul 2016","0.84108","116.86","1.1014"
"2016-07-25","25 Jul 2016","0.83670","116.64","1.0982"
"2016-07-26","26 Jul 2016","0.83710","114.67","1.0997"
"2016-07-27","27 Jul 2016","0.83875","116.23","1.0991"
"2016-07-28","28 Jul 2016","0.84220","116.14","1.1090"
"2016-07-29","29 Jul 2016","0.84400","114.83","1.1113"
"2016-08-01","01 Aug 2016","0.84540","114.28","1.1164"
"2016-08-02","02 Aug 2016","0.84310","113.72","1.1193"
"2016-08-03","03 Aug 2016","0.83910","113.22","1.1200"
"2016-08-04","04 Aug 2016","0.84603","112.66","1.1136"
"2016-08-05","05 Aug 2016","0.84810","112.73","1.1156"
"2016-08-08","08 Aug 2016","0.84955","113.59","1.1087"
"2016-08-09","09 Aug 2016","0.85399","113.27","1.1078"
"2016-08-10","10 Aug 2016","0.85541","113.09","1.1184"
"2016-08-11","11 Aug 2016","0.86038","113.05","1.1153"
"2016-08-12","12 Aug 2016","0.86050","113.77","1.1158"
"2016-08-15","15 Aug 2016","0.86677","112.97","1.1180"
"2016-08-16","16 Aug 2016","0.87060","112.74","1.1295"
"2016-08-17","17 Aug 2016","0.86640","113.53","1.1276"
"2016-08-18","18 Aug 2016","0.86073","113.60","1.1321"
"2016-08-19","19 Aug 2016","0.86537","113.53","1.1326"
"2016-08-22","22 Aug 2016","0.86240","113.73","1.1306"
"2016-08-23","23 Aug 2016","0.85995","113.48","1.1339"
"2016-08-24","24 Aug 2016","0.85130","112.95","1.1268"
"2016-08-25","25 Aug 2016","0.85570","113.45","1.1290"
"2016-08-26","26 Aug 2016","0.85450","113.33","1.1290"
"2016-08-29","29 Aug 2016","0.85476","114.24","1.1170"
"2016-08-30","30 Aug 2016","0.85170","114.27","1.1168"
"2016-08-31","31 Aug 2016","0.84806","115.01","1.1132"
"2016-09-01","01 Sep 2016","0.84050","115.59","1.1146"
"2016-09-02","02 Sep 2016","0.84260","115.83","1.1193"
"2016-09-05","05 Sep 2016","0.83643","115.24","1.1156"
"2016-09-06","06 Sep 2016","0.83535","115.39","1.1159"
"2016-09-07","07 Sep 2016","0.83968","114.23","1.1237"
"2016-09-08","08 Sep 2016","0.84560","114.80","1.1296"
"2016-09-09","09 Sep 2016","0.84558","115.85","1.1268"
"2016-09-12","12 Sep 2016","0.84475","114.38","1.1226"
"2016-09-13","13 Sep 2016","0.84763","114.98","1.1247"
"2016-09-14","14 Sep 2016","0.85078","115.37","1.1218"
"2016-09-15","15 Sep 2016","0.85198","114.98","1.1254"
"2016-09-16","16 Sep 2016","0.85203","114.35","1.1226"
"2016-09-19","19 Sep 2016","0.85500","113.65","1.1165"
"2016-09-20","20 Sep 2016","0.86213","113.93","1.1184"
"2016-09-21","21 Sep 2016","0.85693","112.49","1.1150"
"2016-09-22","22 Sep 2016","0.85925","113.19","1.1238"
"2016-09-23","23 Sep 2016","0.86435","113.02","1.1214"
"2016-09-26","26 Sep 2016","0.87090","113.11","1.1262"
"2016-09-27","27 Sep 2016","0.86413","112.52","1.1220"
"2016-09-28","28 Sep 2016","0.86208","112.93","1.1225"
